id,key,value,type
21275887,name,Catholic Church of St. Boniface,regular
21275887,amenity,place_of_worship,regular
21275887,religion,christian,regular
21275887,denomination,catholic,regular
21378690,created_by,JOSM,regular
21378692,created_by,JOSM,regular
21379083,name,Romsey Golf Club,regular
21379083,created_by,JOSM,regular
21419015,created_by,JOSM,regular
21419016,created_by,JOSM,regular
21419017,created_by,JOSM,regular
21419018,created_by,JOSM,regular
21419019,created_by,JOSM,regular
21419020,created_by,JOSM,regular
21419021,created_by,JOSM,regular
21419022,created_by,JOSM,regular
21419023,created_by,JOSM,regular
21419024,created_by,JOSM,regular
21419025,created_by,JOSM,regular
21419026,created_by,JOSM,regular
21419027,created_by,JOSM,regular
21419028,created_by,JOSM,regular
21419029,created_by,JOSM,regular
21419030,created_by,JOSM,regular
21419031,created_by,JOSM,regular
21419032,created_by,JOSM,regular
21419033,created_by,JOSM,regular
21419034,created_by,JOSM,regular
21419035,created_by,JOSM,regular
21419036,created_by,JOSM,regular
21419037,created_by,JOSM,regular
21419038,created_by,JOSM,regular
21419039,created_by,JOSM,regular
21420708,bus,yes,regular
21420708,public_transport,stop_position,regular
21507734,created_by,JOSM,regular
21507738,source,Bing,regular
21507738,highway,turning_circle,regular
21507739,highway,turning_circle,regular
21507741,created_by,JOSM,regular
21507765,public_transport,stop_position,regular
21507778,created_by,JOSM,regular
21507781,created_by,JOSM,regular
21507782,highway,turning_circle,regular
21507783,created_by,JOSM,regular
21507793,created_by,JOSM,regular
21507794,created_by,JOSM,regular
21507795,created_by,JOSM,regular
21561524,highway,turning_circle,regular
21561538,highway,crossing,regular
21561538,crossing,zebra,regular
21561560,created_by,JOSM,regular
21561571,barrier,bollard,regular
21561572,created_by,JOSM,regular
21598841,created_by,JOSM,regular
21598843,created_by,JOSM,regular
21598853,created_by,JOSM,regular
21598865,created_by,JOSM,regular
21598866,created_by,JOSM,regular
21598944,created_by,JOSM,regular
21599025,barrier,gate,regular
21599025,created_by,JOSM,regular
21599026,created_by,JOSM,regular
21599027,created_by,JOSM,regular
21599028,created_by,JOSM,regular
21599031,barrier,gate,regular
21599031,created_by,JOSM,regular
21599032,created_by,JOSM,regular
21599033,created_by,JOSM,regular
21599034,created_by,JOSM,regular
21599035,created_by,JOSM,regular
21599105,created_by,JOSM,regular
21599106,created_by,JOSM,regular
21599107,created_by,JOSM,regular
21599108,created_by,JOSM,regular
21599109,created_by,JOSM,regular
21599110,created_by,JOSM,regular
21599111,created_by,JOSM,regular
21599112,created_by,JOSM,regular
21599113,created_by,JOSM,regular
21599114,created_by,JOSM,regular
21599115,created_by,JOSM,regular
21599116,created_by,JOSM,regular
21599117,created_by,JOSM,regular
21599118,created_by,JOSM,regular
21599119,created_by,JOSM,regular
21599120,created_by,JOSM,regular
21599121,created_by,JOSM,regular
21599122,created_by,JOSM,regular
21599123,created_by,JOSM,regular
21599124,created_by,JOSM,regular
21599125,created_by,JOSM,regular
21600372,name,Odeon Leisure World,regular
21600372,amenity,cinema,regular
21600372,created_by,Potlatch 0.10f,regular
21600416,highway,mini_roundabout,regular
21600416,direction,clockwise,regular
21600419,created_by,JOSM,regular
21600422,created_by,JOSM,regular
21600446,direction,clockwise,regular
21600446,highway,mini_roundabout,regular
21600453,highway,mini_roundabout,regular
21600453,direction,clockwise,regular
21600457,highway,mini_roundabout,regular
21600457,direction,clockwise,regular
21600465,highway,mini_roundabout,regular
21600465,direction,clockwise,regular
21600468,highway,traffic_signals,regular
21600474,highway,mini_roundabout,regular
21600474,direction,clockwise,regular
21600494,created_by,JOSM,regular
21614657,highway,mini_roundabout,regular
21614657,direction,clockwise,regular
21614667,odbl,clean,regular
21624972,created_by,JOSM,regular
21624976,created_by,JOSM,regular
21624977,created_by,JOSM,regular
21624978,created_by,JOSM,regular
21624979,created_by,JOSM,regular
21624983,created_by,JOSM,regular
21624984,created_by,JOSM,regular
21624985,created_by,JOSM,regular
21624987,created_by,JOSM,regular
21624988,created_by,JOSM,regular
21624990,created_by,JOSM,regular
21636724,created_by,JOSM,regular
21636726,created_by,JOSM,regular
21636727,created_by,JOSM,regular
21636728,created_by,JOSM,regular
21636729,highway,turning_circle,regular
21636731,created_by,JOSM,regular
21636732,created_by,JOSM,regular
21636734,created_by,JOSM,regular
21636735,created_by,JOSM,regular
21636736,created_by,JOSM,regular
21636737,created_by,JOSM,regular
21636738,created_by,JOSM,regular
21636739,created_by,JOSM,regular
21636744,odbl,clean,regular
21636753,created_by,JOSM,regular
21636754,created_by,JOSM,regular
21636755,created_by,JOSM,regular
21636756,created_by,JOSM,regular
21636757,created_by,JOSM,regular
21636769,created_by,JOSM,regular
21636776,created_by,JOSM,regular
21636777,created_by,JOSM,regular
21636778,created_by,JOSM,regular
21636779,created_by,JOSM,regular
21636780,created_by,JOSM,regular
21636781,created_by,JOSM,regular
21636782,created_by,JOSM,regular
21636783,created_by,JOSM,regular
21636784,created_by,JOSM,regular
21636785,created_by,JOSM,regular
21636786,created_by,JOSM,regular
21636787,created_by,JOSM,regular
21636788,created_by,JOSM,regular
21636789,created_by,JOSM,regular
21636790,created_by,JOSM,regular
21636791,created_by,JOSM,regular
21636793,created_by,JOSM,regular
21636796,created_by,JOSM,regular
21636797,created_by,JOSM,regular
21636798,created_by,JOSM,regular
21636799,created_by,JOSM,regular
21636800,created_by,JOSM,regular
21636801,created_by,JOSM,regular
21636802,created_by,JOSM,regular
21636803,created_by,JOSM,regular
21636804,created_by,JOSM,regular
21636805,created_by,JOSM,regular
21636806,created_by,JOSM,regular
21636807,created_by,JOSM,regular
21636808,created_by,JOSM,regular
21636811,created_by,JOSM,regular
21636812,created_by,JOSM,regular
21636823,created_by,JOSM,regular
21636919,created_by,JOSM,regular
21636931,created_by,JOSM,regular
21636940,created_by,JOSM,regular
21636944,created_by,JOSM,regular
21637745,odbl,clean,regular
21637746,odbl,clean,regular
21661761,bicycle,no,regular
21661761,highway,traffic_signals,regular
21661761,crossing,traffic_signals,regular
21689060,highway,turning_circle,regular
21689163,odbl,clean,regular
24924088,odbl,clean,regular
24924089,odbl,clean,regular
24924090,odbl,clean,regular
24924099,odbl,clean,regular
24984665,created_by,JOSM,regular
24984672,created_by,JOSM,regular
24984675,created_by,JOSM,regular
24984681,created_by,JOSM,regular
24984685,created_by,JOSM,regular
24984721,created_by,JOSM,regular
24984735,created_by,JOSM,regular
24984736,created_by,JOSM,regular
24984737,created_by,JOSM,regular
24984738,created_by,JOSM,regular
24984739,created_by,JOSM,regular
24984749,created_by,JOSM,regular
24984750,created_by,JOSM,regular
24984751,created_by,JOSM,regular
24984752,created_by,JOSM,regular
24984753,created_by,JOSM,regular
24984757,created_by,JOSM,regular
24984762,created_by,JOSM,regular
24984764,created_by,JOSM,regular
24984765,created_by,JOSM,regular
24984766,created_by,JOSM,regular
24984767,created_by,JOSM,regular
24984768,created_by,JOSM,regular
24984769,created_by,JOSM,regular
24984770,created_by,JOSM,regular
24984771,created_by,JOSM,regular
24984772,created_by,JOSM,regular
24984773,created_by,JOSM,regular
24984805,created_by,JOSM,regular
25303934,public_transport,stop_position,regular
25440793,highway,traffic_signals,regular
25440793,crossing,traffic_signals,regular
25440798,name,Six dials junction,regular
25440798,junction,yes,regular
25480487,traffic_calming,table,regular
25480488,traffic_calming,table,regular
25480582,odbl,clean,regular
25480584,odbl,clean,regular
25480588,odbl,clean,regular
25480591,odbl,clean,regular
25639885,created_by,JOSM,regular
25639890,created_by,JOSM,regular
25639892,created_by,JOSM,regular
25639900,created_by,JOSM,regular
25639901,created_by,JOSM,regular
25639902,created_by,JOSM,regular
25639903,created_by,JOSM,regular
25639904,created_by,JOSM,regular
25639905,created_by,JOSM,regular
25639906,created_by,JOSM,regular
25639907,created_by,JOSM,regular
25639908,created_by,JOSM,regular
25639909,created_by,JOSM,regular
25639910,created_by,JOSM,regular
25639911,created_by,JOSM,regular
25639912,created_by,JOSM,regular
25639913,created_by,JOSM,regular
25639914,created_by,JOSM,regular
25639915,created_by,JOSM,regular
25639916,created_by,JOSM,regular
25639917,created_by,JOSM,regular
25639918,created_by,JOSM,regular
25639919,created_by,JOSM,regular
25639920,created_by,JOSM,regular
25639921,created_by,JOSM,regular
25639922,created_by,JOSM,regular
25639923,created_by,JOSM,regular
25639926,created_by,JOSM,regular
25639935,created_by,JOSM,regular
25639940,created_by,JOSM,regular
25639941,created_by,JOSM,regular
25639951,created_by,JOSM,regular
25639952,created_by,JOSM,regular
25639953,created_by,JOSM,regular
25639957,created_by,JOSM,regular
25639958,created_by,JOSM,regular
25639959,created_by,JOSM,regular
25639960,created_by,JOSM,regular
25639961,created_by,JOSM,regular
25639962,created_by,JOSM,regular
25639965,created_by,JOSM,regular
25639968,created_by,JOSM,regular
25639969,created_by,JOSM,regular
25639970,created_by,JOSM,regular
25639971,created_by,JOSM,regular
25639972,created_by,JOSM,regular
25639974,created_by,JOSM,regular
25639975,created_by,JOSM,regular
25639976,created_by,JOSM,regular
25639977,created_by,JOSM,regular
25639978,created_by,JOSM,regular
25639979,created_by,JOSM,regular
25639980,created_by,JOSM,regular
25639981,created_by,JOSM,regular
25639982,created_by,JOSM,regular
25639983,created_by,JOSM,regular
25639984,created_by,JOSM,regular
25639992,created_by,JOSM,regular
25639995,created_by,JOSM,regular
25639997,created_by,JOSM,regular
25639998,created_by,JOSM,regular
25639999,created_by,JOSM,regular
25640000,created_by,JOSM,regular
25640001,created_by,JOSM,regular
25640002,created_by,JOSM,regular
25640003,created_by,JOSM,regular
25640004,created_by,JOSM,regular
25640006,created_by,JOSM,regular
25640007,created_by,JOSM,regular
25640008,created_by,JOSM,regular
25640009,created_by,JOSM,regular
25640010,created_by,JOSM,regular
25640011,created_by,JOSM,regular
25640012,created_by,JOSM,regular
25640013,created_by,JOSM,regular
25640014,created_by,JOSM,regular
25640016,created_by,JOSM,regular
25640017,created_by,JOSM,regular
25640018,highway,turning_circle,regular
25640024,odbl,clean,regular
25640039,created_by,JOSM,regular
25640040,created_by,JOSM,regular
25640041,created_by,JOSM,regular
25640046,created_by,JOSM,regular
25640047,created_by,JOSM,regular
25640048,created_by,JOSM,regular
25675770,odbl,clean,regular
25675782,created_by,JOSM,regular
25675783,created_by,JOSM,regular
25675791,created_by,JOSM,regular
25675815,created_by,JOSM,regular
25758489,created_by,JOSM,regular
25758490,created_by,JOSM,regular
25758491,created_by,JOSM,regular
25758492,created_by,JOSM,regular
25758493,created_by,JOSM,regular
25758494,created_by,JOSM,regular
25758495,created_by,JOSM,regular
25758496,created_by,JOSM,regular
25758497,created_by,JOSM,regular
25758498,created_by,JOSM,regular
25758499,created_by,JOSM,regular
25758500,created_by,JOSM,regular
25758501,created_by,JOSM,regular
25758502,created_by,JOSM,regular
25758503,created_by,JOSM,regular
25758504,created_by,JOSM,regular
25758505,created_by,JOSM,regular
25758506,created_by,JOSM,regular
25761441,created_by,JOSM,regular
25761442,created_by,JOSM,regular
25761443,created_by,JOSM,regular
25761444,created_by,JOSM,regular
25761445,created_by,JOSM,regular
25761446,created_by,JOSM,regular
25761447,created_by,JOSM,regular
25761448,created_by,JOSM,regular
25761449,created_by,JOSM,regular
25761450,created_by,JOSM,regular
25761452,created_by,JOSM,regular
25761472,created_by,JOSM,regular
25761473,created_by,JOSM,regular
25761474,created_by,JOSM,regular
25761476,created_by,JOSM,regular
25761478,created_by,JOSM,regular
25761479,created_by,JOSM,regular
25761486,created_by,JOSM,regular
25761487,created_by,JOSM,regular
25761488,created_by,JOSM,regular
25761490,created_by,JOSM,regular
25761491,created_by,JOSM,regular
25761492,created_by,JOSM,regular
25761493,created_by,JOSM,regular
25761494,created_by,JOSM,regular
25761520,odbl,clean,regular
25762113,odbl,clean,regular
25764488,odbl,clean,regular
25783073,barrier,gate,regular
25783085,barrier,gate,regular
25783109,created_by,JOSM,regular
25783116,created_by,JOSM,regular
25783117,created_by,JOSM,regular
25783119,created_by,JOSM,regular
25783129,created_by,JOSM,regular
25783133,created_by,JOSM,regular
25783134,created_by,JOSM,regular
25783135,created_by,JOSM,regular
25783137,highway,crossing,regular
25783139,traffic_calming,bump,regular
25783143,highway,crossing,regular
25879520,highway,crossing,regular
25879521,highway,traffic_signals,regular
25880344,created_by,JOSM,regular
25880345,created_by,JOSM,regular
25938549,odbl,clean,regular
25998721,created_by,JOSM,regular
25998722,created_by,JOSM,regular
26000200,created_by,JOSM,regular
26000201,created_by,JOSM,regular
26000203,created_by,JOSM,regular
26000204,created_by,JOSM,regular
26000206,created_by,JOSM,regular
26000207,created_by,JOSM,regular
26000209,created_by,JOSM,regular
26000210,created_by,JOSM,regular
26000211,created_by,JOSM,regular
26000213,created_by,JOSM,regular
26000214,created_by,JOSM,regular
26000216,created_by,JOSM,regular
26000217,created_by,JOSM,regular
26000218,created_by,JOSM,regular
26000221,created_by,JOSM,regular
26000593,created_by,JOSM,regular
26000594,created_by,JOSM,regular
26000596,created_by,JOSM,regular
26000597,created_by,JOSM,regular
26000599,created_by,JOSM,regular
26000602,created_by,JOSM,regular
26000604,created_by,JOSM,regular
26000605,created_by,JOSM,regular
26000607,created_by,JOSM,regular
26000608,created_by,JOSM,regular
26000609,created_by,JOSM,regular
26000611,created_by,JOSM,regular
26000612,created_by,JOSM,regular
26000613,created_by,JOSM,regular
26000615,created_by,JOSM,regular
26000616,created_by,JOSM,regular
26000618,created_by,JOSM,regular
26000619,created_by,JOSM,regular
26000621,created_by,JOSM,regular
26000622,created_by,JOSM,regular
26000623,created_by,JOSM,regular
26000625,created_by,JOSM,regular
26000626,created_by,JOSM,regular
26000627,created_by,JOSM,regular
26000629,created_by,JOSM,regular
26000630,created_by,JOSM,regular
26000914,created_by,JOSM,regular
26001569,odbl,clean,regular
26001570,odbl,clean,regular
26001630,odbl,clean,regular
26114347,access,no,regular
26114347,barrier,chain,regular
26114347,foot,yes,access
26114347,bicycle,permissive,access
26346701,created_by,JOSM,regular
26346708,created_by,JOSM,regular
26346713,created_by,JOSM,regular
26346717,created_by,JOSM,regular
26346722,created_by,JOSM,regular
26346745,created_by,JOSM,regular
26346750,created_by,JOSM,regular
26346756,created_by,JOSM,regular
26346768,created_by,JOSM,regular
26346771,created_by,JOSM,regular
26346776,created_by,JOSM,regular
26346781,created_by,JOSM,regular
26346786,created_by,JOSM,regular
26346789,created_by,JOSM,regular
26346791,created_by,JOSM,regular
26346794,created_by,JOSM,regular
26346801,created_by,JOSM,regular
26346805,created_by,JOSM,regular
26346808,created_by,JOSM,regular
26346841,created_by,JOSM,regular
26346843,created_by,JOSM,regular
26346847,created_by,JOSM,regular
26346851,created_by,JOSM,regular
26346853,created_by,JOSM,regular
26346857,created_by,JOSM,regular
26346859,created_by,JOSM,regular
26346862,created_by,JOSM,regular
26346863,created_by,JOSM,regular
26346865,created_by,JOSM,regular
26346867,created_by,JOSM,regular
26346869,created_by,JOSM,regular
26346870,created_by,JOSM,regular
26348229,name,St Mark's Church,regular
26348229,amenity,place_of_worship,regular
26348229,religion,christian,regular
26348229,denomination,anglican,regular
26348229,listed_building,grade_II,regular
26348254,created_by,JOSM,regular
26348255,created_by,JOSM,regular
26348283,created_by,JOSM,regular
26353238,created_by,JOSM,regular
26353258,created_by,JOSM,regular
26353260,created_by,JOSM,regular
26353264,created_by,JOSM,regular
26353265,created_by,JOSM,regular
26353269,created_by,JOSM,regular
26353281,created_by,JOSM,regular
26353286,created_by,JOSM,regular
26372408,created_by,JOSM,regular
26372555,created_by,JOSM,regular
26518524,created_by,JOSM,regular
26518525,created_by,JOSM,regular
26518526,created_by,JOSM,regular
26518527,created_by,JOSM,regular
26518528,created_by,JOSM,regular
26518529,created_by,JOSM,regular
26518530,created_by,JOSM,regular
26518531,created_by,JOSM,regular
26518532,created_by,JOSM,regular
26518533,created_by,JOSM,regular
26518534,created_by,JOSM,regular
26518535,created_by,JOSM,regular
26518536,created_by,JOSM,regular
26592045,created_by,JOSM,regular
26592049,bridge,yes,regular
26592052,name,The Cottage,regular
26592052,amenity,pub,regular
26592052,created_by,JOSM,regular
26592057,name,The Roll Call,regular
26592057,amenity,pub,regular
26592057,created_by,JOSM,regular
26592060,name,The Swan,regular
26592060,amenity,pub,regular
26592060,created_by,JOSM,regular
26592072,created_by,JOSM,regular
26592074,created_by,JOSM,regular
26592077,created_by,JOSM,regular
26592128,created_by,JOSM,regular
26592132,created_by,JOSM,regular
26592136,created_by,JOSM,regular
26592138,created_by,JOSM,regular
26592141,created_by,JOSM,regular
26592144,created_by,JOSM,regular
26592147,created_by,JOSM,regular
26592151,created_by,JOSM,regular
26592153,created_by,JOSM,regular
26592155,created_by,JOSM,regular
26592158,created_by,JOSM,regular
26592161,name,Butlocks Heath,regular
26592161,place,village,regular
26592161,wikidata,Q5002731,regular
26592161,wikipedia,en:Butlocks Heath,regular
26593120,created_by,JOSM,regular
26593123,created_by,JOSM,regular
26593125,created_by,JOSM,regular
26593126,created_by,JOSM,regular
26593127,created_by,JOSM,regular
26593128,created_by,JOSM,regular
26593129,created_by,JOSM,regular
26593130,created_by,JOSM,regular
26593131,created_by,JOSM,regular
26593132,created_by,JOSM,regular
26593133,odbl,clean,regular
26593134,odbl,clean,regular
26593135,created_by,JOSM,regular
26593136,created_by,JOSM,regular
26593138,created_by,JOSM,regular
26593139,created_by,JOSM,regular
26593140,created_by,JOSM,regular
26593141,created_by,JOSM,regular
26673768,created_by,JOSM,regular
26727673,created_by,JOSM,regular
26727674,created_by,JOSM,regular
26727675,name,St Mary's Sholing,regular
26727675,amenity,place_of_worship,regular
26727675,religion,christian,regular
26727675,denomination,anglican,regular
26727676,name,Chamberlayne Arms,regular
26727676,odbl,clean,regular
26727676,amenity,pub,regular
26727680,name,The Manor,regular
26727680,amenity,pub,regular
26727681,name,Spike Islander,regular
26727681,amenity,pub,regular
26727687,name,Bitterne Church,regular
26727687,amenity,place_of_worship,regular
26727687,religion,christian,regular
26727687,denomination,anglican,regular
26727693,odbl,clean,regular
26727693,highway,mini_roundabout,regular
26727693,direction,clockwise,regular
26727694,odbl,clean,regular
26727694,highway,mini_roundabout,regular
26727694,direction,clockwise,regular
26727704,created_by,JOSM,regular
26727708,created_by,JOSM,regular
26727709,created_by,JOSM,regular
26727722,created_by,JOSM,regular
26727724,name,Sholing,regular
26727724,is_in,"Southampton, Hampshire, England, UK",regular
26727724,place,suburb,regular
26727724,created_by,Potlatch 0.10f,regular
26728537,created_by,JOSM,regular
26728547,created_by,JOSM,regular
26728560,created_by,JOSM,regular
26728564,created_by,JOSM,regular
26728565,created_by,JOSM,regular
26728566,created_by,JOSM,regular
26728567,created_by,JOSM,regular
26728568,created_by,JOSM,regular
26781146,created_by,JOSM,regular
26781148,created_by,JOSM,regular
26781149,created_by,JOSM,regular
26781150,created_by,JOSM,regular
26781152,created_by,JOSM,regular
26781153,created_by,JOSM,regular
26781154,created_by,JOSM,regular
26781155,created_by,JOSM,regular
26781156,created_by,JOSM,regular
26781159,created_by,JOSM,regular
26781163,created_by,JOSM,regular
26781164,created_by,JOSM,regular
26781165,created_by,JOSM,regular
26781171,created_by,JOSM,regular
26781172,created_by,JOSM,regular
26781173,created_by,JOSM,regular
26781174,created_by,JOSM,regular
26781175,created_by,JOSM,regular
26781176,created_by,JOSM,regular
26781177,created_by,JOSM,regular
26781178,created_by,JOSM,regular
26781179,created_by,JOSM,regular
26781180,created_by,JOSM,regular
26781181,created_by,JOSM,regular
26781182,created_by,JOSM,regular
26781183,created_by,JOSM,regular
26781184,created_by,JOSM,regular
26781185,created_by,JOSM,regular
26781186,created_by,JOSM,regular
26781187,created_by,JOSM,regular
26781188,created_by,JOSM,regular
26781189,created_by,JOSM,regular
26781191,created_by,JOSM,regular
26781192,created_by,JOSM,regular
26781193,created_by,JOSM,regular
26781194,created_by,JOSM,regular
26781195,created_by,JOSM,regular
26781196,created_by,JOSM,regular
26781197,created_by,JOSM,regular
26781202,created_by,JOSM,regular
26945336,name,Fox and Hounds,regular
26945336,amenity,pub,regular
26945336,created_by,JOSM,regular
26945364,name,Hare and Hounds,regular
26945364,amenity,pub,regular
26945365,public_transport,stop_position,regular
26945367,created_by,JOSM,regular
26945368,created_by,JOSM,regular
26945369,created_by,JOSM,regular
26945370,created_by,JOSM,regular
26945371,created_by,JOSM,regular
26945372,created_by,JOSM,regular
26945373,created_by,JOSM,regular
26945374,created_by,JOSM,regular
26945378,highway,traffic_signals,regular
26945378,crossing,traffic_signals,regular
26945379,created_by,JOSM,regular
26945380,created_by,JOSM,regular
26945381,created_by,JOSM,regular
26945382,created_by,JOSM,regular
26945383,created_by,JOSM,regular
26945384,created_by,JOSM,regular
26945385,created_by,JOSM,regular
26945386,created_by,JOSM,regular
26945400,created_by,JOSM,regular
26945405,created_by,JOSM,regular
26945406,created_by,JOSM,regular
26945407,created_by,JOSM,regular
27019075,created_by,JOSM,regular
27019076,created_by,JOSM,regular
27019088,created_by,JOSM,regular
27019090,created_by,JOSM,regular
27021683,created_by,JOSM,regular
27021684,created_by,JOSM,regular
27021721,crossing_ref,toucan,regular
27021748,created_by,JOSM,regular
27021753,created_by,JOSM,regular
27021769,created_by,JOSM,regular
27021770,created_by,JOSM,regular
27021772,created_by,JOSM,regular
27021792,created_by,JOSM,regular
27021797,odbl,clean,regular
27224613,created_by,JOSM,regular
27232227,created_by,JOSM,regular
27232228,created_by,JOSM,regular
27232276,amenity,telephone,regular
27232276,operator,BT,regular
27232276,city,Southampton,addr
27232276,street,Portsmouth Road,addr
27232277,name,Saint Andrew's,regular
27232277,amenity,place_of_worship,regular
27232277,religion,christian,regular
27232277,denomination,methodist,regular
27232605,created_by,JOSM,regular
27232606,created_by,JOSM,regular
27232931,created_by,JOSM,regular
27232932,created_by,JOSM,regular
27232934,created_by,JOSM,regular
27232949,created_by,JOSM,regular
27232951,created_by,JOSM,regular
27232953,created_by,JOSM,regular
27232956,created_by,JOSM,regular
27234867,created_by,JOSM,regular
27234868,created_by,JOSM,regular
27234952,created_by,JOSM,regular
27236509,created_by,JOSM,regular
27236510,created_by,JOSM,regular
27236511,created_by,JOSM,regular
27236512,created_by,JOSM,regular
27236513,created_by,JOSM,regular
27236514,created_by,JOSM,regular
27236515,created_by,JOSM,regular
27236611,created_by,JOSM,regular
27236612,created_by,JOSM,regular
27236613,created_by,JOSM,regular
27236614,created_by,JOSM,regular
27236615,created_by,JOSM,regular
27236616,created_by,JOSM,regular
27236617,created_by,JOSM,regular
27236618,created_by,JOSM,regular
27236627,created_by,JOSM,regular
27236628,created_by,JOSM,regular
27236862,created_by,JOSM,regular
27236863,created_by,JOSM,regular
27236864,created_by,JOSM,regular
27236866,created_by,JOSM,regular
27237354,created_by,JOSM,regular
27237356,created_by,JOSM,regular
27237357,created_by,JOSM,regular
27237358,created_by,JOSM,regular
27237359,created_by,JOSM,regular
27237361,created_by,JOSM,regular
27237362,created_by,JOSM,regular
27237392,created_by,JOSM,regular
27237393,created_by,JOSM,regular
27237394,created_by,JOSM,regular
27237395,created_by,JOSM,regular
27237398,created_by,JOSM,regular
27237405,created_by,JOSM,regular
27237407,created_by,JOSM,regular
27237491,created_by,JOSM,regular
27237492,created_by,JOSM,regular
27237493,created_by,JOSM,regular
27237494,created_by,JOSM,regular
27237495,created_by,JOSM,regular
27237497,created_by,JOSM,regular
27237923,created_by,JOSM,regular
27237924,created_by,JOSM,regular
27237925,created_by,JOSM,regular
27237926,created_by,JOSM,regular
27237927,created_by,JOSM,regular
27237933,created_by,JOSM,regular
27237934,created_by,JOSM,regular
27237935,created_by,JOSM,regular
27237936,created_by,JOSM,regular
27237939,created_by,JOSM,regular
27237943,created_by,JOSM,regular
27237944,created_by,JOSM,regular
27237945,created_by,JOSM,regular
27237950,created_by,JOSM,regular
27237951,created_by,JOSM,regular
27237953,created_by,JOSM,regular
27237958,created_by,JOSM,regular
27237959,created_by,JOSM,regular
27237960,created_by,JOSM,regular
27237961,created_by,JOSM,regular
27237966,created_by,JOSM,regular
27238077,created_by,JOSM,regular
27238078,created_by,JOSM,regular
27238079,created_by,JOSM,regular
27238090,created_by,JOSM,regular
27238091,created_by,JOSM,regular
27238092,created_by,JOSM,regular
27238099,created_by,JOSM,regular
27238100,created_by,JOSM,regular
27238101,created_by,JOSM,regular
27238102,created_by,JOSM,regular
27238103,created_by,JOSM,regular
27238104,created_by,JOSM,regular
27238106,created_by,JOSM,regular
27238107,created_by,JOSM,regular
27238257,created_by,JOSM,regular
27238258,created_by,JOSM,regular
27238261,created_by,JOSM,regular
27238262,created_by,JOSM,regular
27238263,created_by,JOSM,regular
27238264,created_by,JOSM,regular
27238265,created_by,JOSM,regular
27238268,created_by,JOSM,regular
27238567,amenity,telephone,regular
27238599,created_by,JOSM,regular
27238600,created_by,JOSM,regular
27238601,created_by,JOSM,regular
27238602,created_by,JOSM,regular
27238604,created_by,JOSM,regular
27238605,created_by,JOSM,regular
27238606,created_by,JOSM,regular
27238607,created_by,JOSM,regular
27238610,created_by,JOSM,regular
27238614,noexit,yes,regular
27238621,created_by,JOSM,regular
27238626,created_by,JOSM,regular
27238985,highway,crossing,regular
27238985,crossing,island,regular
27238985,sloped_curb,yes,regular
27238987,barrier,lift_gate,regular
27238987,designation,Dock Gate 10,regular
27238987,name,Dock Gate 8,regular
27434182,highway,turning_circle,regular
27434186,odbl,clean,regular
27434188,odbl,clean,regular
27434190,odbl,clean,regular
27440016,odbl,clean,regular
27467475,odbl,clean,regular
27467478,odbl,clean,regular
27467479,odbl,clean,regular
27467480,odbl,clean,regular
27467481,odbl,clean,regular
27467482,odbl,clean,regular
27467484,odbl,clean,regular
27467485,odbl,clean,regular
27467486,odbl,clean,regular
27467489,odbl,clean,regular
28107719,odbl,clean,regular
28107720,odbl,clean,regular
28107721,odbl,clean,regular
28107722,odbl,clean,regular
28107723,odbl,clean,regular
28107844,odbl,clean,regular
28179480,created_by,JOSM,regular
28179481,created_by,JOSM,regular
28179482,created_by,JOSM,regular
28179483,created_by,JOSM,regular
28179484,created_by,JOSM,regular
28179485,created_by,JOSM,regular
28179487,created_by,JOSM,regular
28179490,created_by,JOSM,regular
28179497,shop,yes,regular
28179497,brand,Shell,regular
28179497,amenity,fuel,regular
28179497,operator,Shell UK,regular
28179497,diesel,yes,fuel
28179497,octane_91,yes,fuel
28179497,octane_102,yes,fuel
28179511,created_by,JOSM,regular
28183712,created_by,JOSM,regular
28183713,created_by,JOSM,regular
28183714,created_by,JOSM,regular
28183715,created_by,JOSM,regular
28183728,created_by,JOSM,regular
28183736,created_by,JOSM,regular
28183738,created_by,JOSM,regular
28183741,created_by,JOSM,regular
28183743,created_by,JOSM,regular
28183746,created_by,JOSM,regular
28183748,created_by,JOSM,regular
28183749,created_by,JOSM,regular
28183751,created_by,JOSM,regular
28194443,odbl,clean,regular
28194444,odbl,clean,regular
28194445,odbl,clean,regular
28194446,odbl,clean,regular
28194491,created_by,JOSM,regular
28194509,created_by,JOSM,regular
28194839,created_by,JOSM,regular
28194840,created_by,JOSM,regular
28194841,created_by,JOSM,regular
28194842,created_by,JOSM,regular
28194843,created_by,JOSM,regular
28194844,created_by,JOSM,regular
28194845,created_by,JOSM,regular
28194846,created_by,JOSM,regular
28194847,created_by,JOSM,regular
28194848,created_by,JOSM,regular
28194849,created_by,JOSM,regular
28194850,created_by,JOSM,regular
28194851,created_by,JOSM,regular
28194852,created_by,JOSM,regular
28194853,created_by,JOSM,regular
28194854,created_by,JOSM,regular
28194855,created_by,JOSM,regular
28194856,created_by,JOSM,regular
28194857,created_by,JOSM,regular
28194858,created_by,JOSM,regular
28194859,created_by,JOSM,regular
28194860,created_by,JOSM,regular
28194861,created_by,JOSM,regular
28194862,created_by,JOSM,regular
28194863,created_by,JOSM,regular
28194864,created_by,JOSM,regular
28194865,created_by,JOSM,regular
28194866,created_by,JOSM,regular
